symbol,sector,companyname,address,previousclose,dividend_yield,fifty_two_week_high,fifty_two_week_low,two_hundered_day_average,market_cap,environment_score,social_score,governance_score,profit_margins,book_value,trailing_eps,shares_outstanding,total_cash,debt_to_equity,return_on_equity,earnings_growth,ebitda,current_liabilities,revenue
AMWL,Healthcare,American Well Corporation,"75 State Street, Boston, MA",2.24,,5.425,2.15,3.783,690215040.0,,,,-0.97560996,3.839,-0.95,244647008,538545984.0,1.369,-0.23207001,,-233211008.0,114056000.0,277190000.0
PLPC,Industrials,Preformed Line Products Company,"660 Beta Drive, Mayfield, OH",127.49,0.0063,129.6,57.71,82.72625,633704512.0,,,,0.085389994,72.938,10.88,4949270,37239000.0,27.519,0.16125,0.832,93245000.0,115335000.0,637021000.0
DX,Real Estate,"Dynex Capital, Inc.","4991 Lake Brook Drive, Glen Allen, VA",11.87,0.1314,17.06,10.6,13.89,652497152.0,,,,0.80881,14.794,3.17,53836400,339136992.0,296.358,0.17118,1.568,,2692988000.0,177001000.0
GRC,Industrials,The Gorman-Rupp Company,"600 South Airport Road, Mansfield, OH",24.29,0.028800001,36.71,22.67,26.80555,654454976.0,,,,0.02149,12.692,0.43,26178200,6783000.0,132.553,0.033859998,-0.64,62262000.0,85213000.0,521027000.0
VTOL,Energy,Bristow Group Inc.,"3151 Briarpark Drive, Houston, TX",22.23,,38.15,20.2,26.08595,634923520.0,,,,0.007850001,28.145,0.6,28012400,163683008.0,86.077,0.01129,,118452000.0,285590000.0,1197173034.0
VMEO,Technology,"Vimeo, Inc.","330 West 34th Street, New York, NY",3.64,,12.97,3.07,4.692975,647151232.0,,,,-0.1838,2.124,-0.48,157236000,274496992.0,9.697,-0.21972999,,-71457000.0,232954000.0,433028000.0
ATNI,Communication Services,"ATN International, Inc.","500 Cummings Center, Beverly, MA",40.05,0.0212,50.45,34.74,44.43915,643061888.0,,,,-0.00778,37.465,-0.67,15715100,54960000.0,73.577,-0.00982,,165282000.0,233180000.0,725745000.0
JOUT,Consumer Cyclical,Johnson Outdoors Inc.,"555 Main Street, Racine, WI",61.62,0.0201,83.78,46.3,61.14695,645297984.0,,,,0.05144,48.725,3.87,9033440,103422000.0,11.539,0.08225001,-0.467,69093000.0,114713000.0,743355000.0
AVD,Basic Materials,American Vanguard Corporation,"4695 MacArthur Court, Newport Beach, CA",21.73,0.0055,25.99,17.85,21.5665,644937024.0,,,,0.044949997,12.577,0.92,29476100,20328000.0,20.609,0.07379,-0.145,66362000.0,266601000.0,609615000.0
SANA,Healthcare,"Sana Biotechnology, Inc.","188 East Blaine Street, Seattle, WA",3.11,,9.6,2.99,5.4105,653738368.0,,,,0.0,2.614,-1.43,191360992,423963008.0,21.68,-0.43895,,-255803008.0,111504000.0,0.0
RAPT,Healthcare,"RAPT Therapeutics, Inc.","561 Eccles Avenue, South San Francisco, CA",17.19,,32.45,9.855,22.67435,629168320.0,,,,0.0,7.157,-2.48,34287100,249068000.0,3.667,-0.38854998,,-84748000.0,14224000.0,1527000.0
CIR,Industrials,"CIRCOR International, Inc.","30 Corporate Drive, Burlington, MA",31.16,,32.02,13.26,21.7014,633768128.0,,,,0.02464,7.81,0.94,20365300,64275000.0,340.226,0.13245,,106601000.0,194105000.0,786919000.0
BASE,Technology,"Couchbase, Inc.","3250 Olcott Street, Santa Clara, CA",13.62,,19.97,10.19,14.7337,645896704.0,,,,-0.4424,3.318,-1.53,45171300,168302000.0,5.098,-0.41077998,,-64481000.0,94957000.0,154824000.0
IGMS,Healthcare,"IGM Biosciences, Inc.","325 East Middlefield Road, Mountain View, CA",17.02,,28.2,12.67,20.124725,478998368.0,,,,0.0,7.667,-5.9,29138600,,,,,,44685000.0,1069000.0
CIFR,Financial Services,Cipher Mining Inc.,"1 Vanderbilt Avenue, New York, NY",2.09,,3.78,0.382,1.396625,669888896.0,,,,0.0,1.385,-0.16,248300992,11927000.0,6.025,-0.11215,,-68547000.0,40326000.0,3037000.0
KAMN,Industrials,Kaman Corporation,"1332 Blue Hills Avenue, Bloomfield, CT",22.29,0.0359,46.5,18.88,26.75585,640985280.0,,,,-0.06719,24.4,-1.62,28039600,24154000.0,83.948,-0.06245,,99347000.0,126575000.0,687961000.0
VRAY,Healthcare,"ViewRay, Inc.","1099 18th Street, Denver, CO",3.32,,4.96,2.39,3.90675,632882432.0,,,,-1.05013,0.453,-0.58,181804992,135960000.0,105.061,-0.8517,,-100294000.0,96582000.0,102206000.0
HROW,Healthcare,"Harrow Health, Inc.","102 Woodmont Boulevard, Nashville, TN",21.24,,22.35,5.4,12.0218,634118656.0,,,,-0.15899,0.923,-0.51,29967700,101977000.0,412.001,-0.73805,,4750000.0,18632000.0,88595000.0
DENN,Consumer Cyclical,Denny's Corporation,"203 East Main Street, Spartanburg, SC",10.99,,14.28,8.46,10.57525,629701888.0,,,,0.16369,-0.654,1.22,56424900,5269000.0,,,-0.671,78795000.0,93651000.0,456429000.0
YORW,Utilities,The York Water Company,"130 East Market Street, York, PA",44.53,0.0182,47.23,36.85,43.439,638628928.0,,,,0.32599998,14.503,1.4,14287000,1000.0,67.643,0.108839996,0.146,33347000.0,16981000.0,60061000.0
EGLE,Industrials,Eagle Bulk Shipping Inc.,"300 First Stamford Place, Stamford, CT",45.15,0.1462,78.75,40.13,50.4801,628573376.0,,,,0.34453,62.996,15.31,13708600,195634000.0,43.91,0.3328,-0.67,294596992.0,128965000.0,719847000.0
PAHC,Healthcare,Phibro Animal Health Corporation,"Glenpointe Centre East, Teaneck, NJ",15.02,0.032,20.68,11.75,15.5191,620515136.0,,,,0.03728,6.626,0.89,20337600,91062000.0,190.685,0.14278,-0.586,109795000.0,190832000.0,942261000.0
WE,Real Estate,WeWork Inc.,"75 Rockefeller Plaza, New York, NY",0.7746,,8.08,0.695,2.905,616150144.0,,,,-0.62681,-5.182,-7.769,792680000,287000000.0,,,,-525000000.0,2230000000.0,3245000000.0
GHLD,Financial Services,Guild Holdings Company,"5887 Copley Drive, San Diego, CA",10.29,,12.91,7.18,10.693265,633210240.0,,,,0.27066,20.507,5.38,20552600,139504992.0,126.159,0.30298,,439708992.0,604762000.0,1214061000.0
MLYS,Healthcare,"Mineralys Therapeutics, Inc.","150 N. Radnor Chester Rd., Radnor, PA",15.65,,21.98,13.52,16.833714,639815936.0,,,,0.0,-8.143,-0.8,40856700,110110000.0,,-0.53001,,,8067000.0,0.0
OSBC,Financial Services,"Old Second Bancorp, Inc.","37 South River Street, Aurora, IL",13.88,0.014099999,17.8,12.91,15.2291,627991296.0,,,,0.2777,10.344,1.5,44665100,121769000.0,,0.13996,,,5254144000.0,242722000.0
ANAB,Healthcare,"AnaptysBio, Inc.","10770 Wateridge Circle, San Diego, CA",21.16,,32.435,18.2,25.1223,624942848.0,,,,0.0,9.192,-4.51,27931000,441240992.0,7.421,-0.41622,,-114479000.0,26054000.0,10287000.0
HZO,Consumer Cyclical,"MarineMax, Inc.","2600 McCormick Drive, Clearwater, FL",27.83,,45.84,26.23,33.68495,628288128.0,,,,0.07755,23.622,5.441,21853500,177772992.0,112.949,0.25138,-0.44,285272000.0,412772000.0,2308098000.0
GMRE,Real Estate,Global Medical REIT Inc.,"2 Bethesda Metro Center, Bethesda, MD",8.91,0.0943,16.3,7.01,10.11175,635255744.0,,,,0.13943,8.517,0.2,65525700,38721000.0,107.391,0.03108,-0.905,91193000.0,29640000.0,137283000.0
AMOT,Technology,Allied Motion Technologies Inc.,"495 Commerce Drive, Amherst, NY",37.89,0.0026,44.88,21.14,33.46785,621001152.0,,,,0.03457,13.485,1.09,16067300,30614000.0,120.135,0.08625,1.227,59690000.0,87588000.0,502988000.0
HAYN,Industrials,"Haynes International, Inc.","1020 West Park Avenue, Kokomo, IN",48.9,0.018,60.85,29.0,44.96945,647383168.0,,,,0.09197,31.116,3.81,12617400,11527000.0,24.648,0.13208,0.649,83846000.0,80879000.0,490461000.0
HBT,Financial Services,"HBT Financial, Inc.","401 North Hershey Road, Bloomington, IL",18.92,0.0347,23.49,16.09,19.470675,633909248.0,,,,0.3114,12.995,1.97,32145500,121769000.0,,0.14374,-0.015,,3797086000.0,181297000.0
LWLG,Basic Materials,"Lightwave Logic, Inc.","369 Inverness Parkway, Englewood, CO",5.01,,13.59,3.91,7.3206,592145856.0,,,,0.0,0.244,-0.15,113221000,24102152.0,1.3,-0.6532,,-16304165.0,1504023.0,0.0
BRMK,Real Estate,Broadmark Realty Capital Inc.,"1420 Fifth Avenue, Seattle, WA",4.59,0.1446,8.78,3.515,5.3458,619224960.0,,,,-1.87809,7.05,-0.88,131750000,54964000.0,11.348,-0.1121,,,17555000.0,61973000.0
FDMT,Healthcare,"4D Molecular Therapeutics, Inc.","5858 Horton Street, EmeryVille, CA",16.75,,26.49,5.32,14.166075,608201152.0,,,,0.0,7.09,-3.32,33234400,213554000.0,6.97,-0.39056998,,-107629000.0,15731000.0,3129000.0
ORGN,Basic Materials,"Origin Materials, Inc.","930 Riverside Parkway, West Sacramento, CA",4.13,,7.71,3.81,5.38695,611036992.0,,,,0.0,2.721,0.59,143100000,323321984.0,3.744,0.23094,1.871,-38236000.0,19812000.0,0.0
KELYA,Industrials,"Kelly Services, Inc.","999 West Big Beaver Road, Troy, MI",16.24,0.0186,22.56,13.41,17.12865,617680576.0,,,,-0.0125899995,33.465,-1.64,33831600,153700000.0,5.709,-0.048249997,,103400000.0,1128800000.0,4965400000.0
FORR,Industrials,"Forrester Research, Inc.","60 Acorn Park Drive, Cambridge, MA",31.83,,59.56,30.29,38.52245,630957632.0,,,,0.040549997,11.628,1.12,19190600,123317000.0,51.604,0.10248,,59619000.0,269389000.0,537787000.0
VITL,Consumer Defensive,"Vital Farms, Inc.","3601 South Congress Avenue, Austin, TX",15.08,,18.18,7.89,13.55695,632550976.0,,,,0.00345,3.886,0.03,40748700,78728000.0,6.753,0.007929999,,9759000.0,47652000.0,362050000.0
GSBC,Financial Services,"Great Southern Bancorp, Inc.","1451 East Battlefield, Springfield, MO",50.42,0.0317,64.16,49.04,59.221,620434688.0,,,,0.33374,43.584,6.02,12179400,179580992.0,,0.1321,0.607,,5021754000.0,227568000.0
ECC,Financial Services,Eagle Point Credit Company Inc.,"20 Horseneck Lane, Greenwich, CT",11.18,0.1503,13.35,9.96,11.12395,614863808.0,,,,-0.87504995,9.07,-2.22,55046000,56833244.0,37.18,-0.19709998,-0.184,,39314817.0,118434406.0
BXC,Industrials,BlueLinx Holdings Inc.,"1950 Spectrum Circle, Marietta, GA",66.93,,100.01,57.5,73.2135,625100800.0,,,,0.06655,65.207,31.04,9058660,298943008.0,103.883,0.62138003,-0.521,462622016.0,210677000.0,4450214000.0
EVC,Communication Services,Entravision Communications Corporation,"2425 Olympic Boulevard, Santa Monica, CA",5.88,0.034,7.33,3.96,5.3065,616113856.0,,,,0.01895,3.09,0.21,78356496,155219008.0,91.204,0.07438,,92463000.0,248241000.0,956209000.0
TRST,Financial Services,TrustCo Bank Corp NY,"5 Sarnowski Drive, Glenville, NY",31.72,0.0454,39.36,29.5,34.90885,607639360.0,,,,0.37667,31.538,3.93,19024400,634798976.0,,0.12527001,0.299,,5356495000.0,199736000.0
MTW,Industrials,"The Manitowoc Company, Inc.","One Park Plaza, Milwaukee, WI",16.68,,20.2,7.53,11.344,610311232.0,,,,-0.06081,15.328,-3.51,35170200,64400000.0,80.234,-0.20596,,143100000.0,547800000.0,2032500000.0
BBSI,Industrials,"Barrett Business Services, Inc.","8100 NE Parkway Drive, Vancouver, WA",88.17,0.0136,100.85,65.93,87.018,609524096.0,,,,0.04483,25.883,6.54,6876400,159748000.0,11.911,0.24468,0.154,62403000.0,334731000.0,1054326000.0
OFIX,Healthcare,Orthofix Medical Inc.,"3451 Plano Parkway, Lewisville, TX",16.12,,35.34,13.76,20.16475,610631296.0,,,,-0.04287,16.708,-1.01,36455600,50700000.0,7.987,-0.05862,,1607000.0,83624000.0,460713000.0
OPI,Real Estate,Office Properties Income Trust,"Two Newton Place, Newton, MA",11.82,0.1942,26.12,10.61,16.38985,612654400.0,,,,-0.01102,28.546,-0.14,48564100,12249000.0,175.484,-0.00424,-0.63,328031008.0,131514000.0,554275000.0
TPIC,Industrials,"TPI Composites, Inc.","Gainey Center II, Scottsdale, AZ",12.44,,25.055,8.46,13.01815,577854016.0,,,,-0.04289,1.201,-2.81,42210200,134132000.0,60.149,-0.15151,,27776000.0,456581000.0,1522741000.0
HOUS,Real Estate,Anywhere Real Estate Inc.,"175 Park Avenue, Madison, NJ",5.07,,16.26,4.33,8.2032,606761792.0,,,,-0.041550003,16.112,-2.56,110347000,214000000.0,199.774,-0.14296,,476000000.0,1305000000.0,6908000000.0
SCWO,Industrials,"374Water, Inc.","701 W Main Street, Durham, NC",4.67,,5.17,1.76,3.1482,601068352.0,,,,-1.55528,0.065,-0.04,127345000,5991401.0,,-0.45576,,-4688558.0,1663219.0,3015521.0
CASS,Industrials,"Cass Information Systems, Inc.","12444 Powerscourt Drive, Saint Louis, MO",43.14,0.027,51.48,31.85,41.3463,599315136.0,,,,0.18634,15.094,2.53,13710400,200942000.0,4.604,0.15439999,0.216,51083000.0,2317056000.0,187308000.0
HSII,Industrials,"Heidrick & Struggles International, Inc.","233 South Wacker Drive Willis Tower, Chicago, IL",29.4,0.020399999,41.29,22.79,29.57215,602986048.0,,,,0.07405,20.676,3.86,19861200,621616000.0,20.176,0.21291,0.273,122869000.0,588477000.0,1073464000.0
LYEL,Healthcare,"Lyell Immunopharma, Inc.","201 Haskins Way, South San Francisco, CA",2.15,,8.74,1.828,4.892525,646616384.0,,,,-2.16239,3.339,-0.72,249608992,640152000.0,8.125,-0.20773001,,-168935008.0,37028000.0,84683000.0
KE,Industrials,"Kimball Electronics, Inc.","1205 Kimball Boulevard, Jasper, IN",23.38,,28.18,16.66,21.972574,614456000.0,,,,0.02765,19.461,1.81,24724200,26251000.0,57.391,0.09458,1.15,107525000.0,408742000.0,1349535000.0
BRY,Energy,Berry Corporation,"16000 North Dallas Parkway, Dallas, TX",7.73,0.22940001,12.85,6.78,8.54415,601754304.0,,,,0.23702,10.565,3.0,75767504,46250000.0,50.296,0.33508998,7.569,401104000.0,234207000.0,1055450000.0
IAUX,Basic Materials,i-80 Gold Corp.,"5190 Neil Road, Reno, NV",2.48,,3.18,1.52,2.189915,589374464.0,,,,-2.14289,1.386,-0.34,240560992,50461000.0,34.755,-0.21393,,-56228000.0,85649000.0,36958000.0
HONE,Financial Services,"HarborOne Bancorp, Inc.","770 Oak Street, Brockton, MA",12.17,0.0232,15.565,11.63,13.9057,591879360.0,,,,0.22722,13.465,0.96,48275200,135343008.0,,0.07034,-0.189,,4618311000.0,200635000.0
FPI,Real Estate,Farmland Partners Inc.,"4600 South Syracuse Street, Denver, CO",10.33,0.0233,16.43,9.44,13.12265,600876672.0,,,,0.19056,10.744,0.16,54537300,9738000.0,62.083,0.01845,-0.263,32097000.0,18896000.0,61262000.0
CUBI,Financial Services,"Customers Bancorp, Inc.","701 Reading Avenue, West Reading, PA",18.28,,51.03,6.87,31.4974,585267200.0,,,,0.38754,39.08,6.88,31601900,500240992.0,,0.16469,-0.731,,18664323000.0,588407000.0
WASH,Financial Services,"Washington Trust Bancorp, Inc.","23 Broad Street, Westerly, RI",34.26,0.0512,55.93,33.7,47.27275,595562752.0,,,,0.32598,30.833,4.495,17183000,115492000.0,,0.14076,-0.175,,5018962000.0,219892000.0
SOUN,Technology,"SoundHound AI, Inc.","5400 Betsy Ross Drive, Santa Clara, CA",1.97,,18.14,0.93,2.632725,606948800.0,,,,0.0,-0.176,-0.53,180174000,9245000.0,,,,-101370000.0,37496000.0,31129000.0
ALDX,Healthcare,"Aldeyra Therapeutics, Inc.","131 Hartwell Avenue, Lexington, MA",9.5,,10.03,2.355,6.1091,581663680.0,,,,0.0,2.579,-1.1,58560100,174300880.0,10.651,-0.34772998,,-62421280.0,15360538.0,0.0
VSEC,Industrials,VSE Corporation,"6348 Walker Lane, Alexandria, VA",44.21,0.0089,59.15,31.85,44.40845,584611520.0,,,,0.02954,35.074,2.17,12876000,478000.0,72.497,0.06474,-0.217,81201000.0,224604000.0,949762000.0
LAND,Real Estate,Gladstone Land Corporation,"1521 Westbranch Drive, McLean, VA",16.09,0.0286,42.1,14.99,20.47435,581231488.0,,,,0.06394,14.638,-0.198,34704000,46461000.0,98.893,0.00908,,68427000.0,16226000.0,75257000.0
ATEX,Communication Services,Anterix Inc.,"3 Garret Mountain Plaza, Woodland Park, NJ",30.09,,60.07,27.59,36.43255,626425216.0,,,,0.0,12.464,-3.191,18959600,70114000.0,3.004,-0.25079,,-49854000.0,9636000.0,1084000.0
FATE,Healthcare,"Fate Therapeutics, Inc.","12278 Scripps Summit Drive, San Diego, CA",5.3,,43.12,4.02,18.32585,553871232.0,,,,0.0,4.382,-2.105,97170400,505136000.0,21.413,-0.47099,,-302227008.0,81284000.0,55846000.0
ZEUS,Basic Materials,"Olympic Steel, Inc.","22901 Millcreek Boulevard, Bedford Heights, OH",51.17,0.0076,58.84,22.62,33.9018,581092096.0,,,,0.04197,27.179,-0.49,11129900,10232000.0,53.44,0.24542,-0.731,181768000.0,224336000.0,2312253000.0
RBBN,Communication Services,Ribbon Communications Inc.,"6500 Chase Oaks Boulevard, Plano, TX",3.44,,4.84,2.19,3.12345,574980672.0,,,,-0.26311,4.362,0.501,168123008,66703000.0,80.901,-0.38973,,42744000.0,344453000.0,844957000.0
VPG,Technology,"Vishay Precision Group, Inc.","3 Great Valley Parkway, Malvern, PA",40.76,,45.69,27.03,36.35515,566837696.0,,,,0.09314,18.992,0.79,12550800,79910000.0,29.78,0.121190004,0.897,57956000.0,64628000.0,317919000.0
TBI,Industrials,"TrueBlue, Inc.","1015 A Street, Tacoma, WA",17.53,,30.24,15.77,19.59715,582391040.0,,,,0.02763,12.562,0.448,32718600,72054000.0,,0.12588,-0.633,95415000.0,242875000.0,2254184000.0
RPAY,Technology,Repay Holdings Corporation,"3 West Paces Ferry Road, Atlanta, GA",6.12,,15.28,4.365,8.994825,595827456.0,,,,0.01396,9.988,-0.551,90689104,63547392.0,49.425,-0.00053,,72322760.0,92347762.0,219258038.0
ACRS,Healthcare,"Aclaris Therapeutics, Inc.","640 Lee Road, Wayne, PA",8.33,,18.958,5.77,14.86505,539467072.0,,,,0.0,0.835,-1.199,66683200,248062000.0,1.084,-0.37614,,-82167000.0,22931000.0,6761000.0
SFIX,Consumer Cyclical,"Stitch Fix, Inc.","1 Montgomery Street, San Francisco, CA",4.79,,11.25,2.63,4.770075,566228864.0,,,,-0.13415,4.078,-0.871,85403000,203387008.0,60.401,-0.67552,,-195184992.0,295570000.0,2072812000.0
JANX,Healthcare,"Janux Therapeutics, Inc.","11099 North Torrey Pines Road, La Jolla, CA",11.6,,23.64,9.39,14.707925,504122304.0,,,,0.0,9.054,-1.557,41663000,338760000.0,7.267,-0.17059,,-61813000.0,12797000.0,3637000.0
RGP,Industrials,"Resources Connection, Inc.","17101 Armstrong Avenue, Irvine, CA",16.87,0.0315,23.18,15.38,18.6999,573801152.0,,,,0.09142,10.27,1.1,33634300,89449000.0,10.211,0.19985001,0.214,103012000.0,124322000.0,805018000.0
ICPT,Healthcare,"Intercept Pharmaceuticals, Inc.","10 Hudson Yards, New York, NY",13.48,,21.86,10.81,15.6833,556231680.0,,,,0.54328,-5.054,-8.337,41417100,490851008.0,315.387,,,-33051000.0,166817000.0,363468000.0
RXST,Healthcare,"RxSight, Inc.","100 Columbia, Aliso Viejo, CA",16.45,,17.024,9.78,13.3632,462396288.0,,,,-1.61769,5.522,-2.229,27721600,112835000.0,47.236,-0.54187,,-59000000.0,11077000.0,22593000.0
CCO,Communication Services,"Clear Channel Outdoor Holdings, Inc.","4830 North Loop 1604 West, San Antonio, TX",1.12,,3.54,0.91,1.40225,572926848.0,,,,-0.03893,-6.877,-0.2,477439008,286780992.0,,,0.663,561900032.0,1121540000.0,2481134000.0
CLW,Basic Materials,Clearwater Paper Corporation,"601 West Riverside, Spokane, WA",33.22,,46.48,25.07,37.97525,560182656.0,,,,0.030050002,31.442,4.61,16761900,50800000.0,101.845,0.11576,10.0,248600000.0,254100000.0,1772600000.0
HAFC,Financial Services,Hanmi Financial Corporation,"900 Wilshire Boulevard, Los Angeles, CA",18.34,0.0423,27.35,18.14,24.1399,566117568.0,,,,0.37412998,19.114,1.843,30485600,352420992.0,,0.15831,-0.16,,6261338000.0,271011000.0
BKD,Healthcare,Brookdale Senior Living Inc.,"111 Westwood Place, Brentwood, TN",3.0,,7.61,2.27,3.84605,551077696.0,,,,-0.11566,4.363,0.44,186806000,388704992.0,1035.986,-0.45766,,191668992.0,631954000.0,2564446000.0
TSVT,Healthcare,"2seventy bio, Inc.","60 Binney Street, Cambridge, MA",9.88,,19.33,8.44,13.439575,398121280.0,,,,0.0,-2.499,-13.181,39031500,323110016.0,84.562,-2.20556,,-295209984.0,98388000.0,54522000.0
DBI,Consumer Cyclical,Designer Brands Inc.,"810 DSW Drive, Columbus, OH",8.62,0.0202,19.38,7.93,13.0036,556147136.0,,,,0.03907,3.357,-6.77,55899700,62507000.0,321.217,0.33963,-0.375,284939008.0,758917000.0,3196583000.0
SWBI,Industrials,"Smith & Wesson Brands, Inc.","2100 Roosevelt Avenue, Springfield, MA",11.75,0.0365,16.72,8.21,11.6339,564995776.0,,,,0.14107999,7.212,5.427,45897300,42975000.0,11.284,0.22278,-0.8,137023440.0,88949000.0,864126000.0
CTIC,Healthcare,CTI BioPharma Corp.,"3101 Western Avenue, Seattle, WA",4.28,,7.8,3.32,5.642,532954784.0,,,,0.0,0.527,-0.737,126894000,81639000.0,,-10.18747,,-89426000.0,66651000.0,0.0
BW,Industrials,"Babcock & Wilcox Enterprises, Inc.","1200 East Market Street, Akron, OH",5.97,,8.76,3.89,6.3472,537119616.0,,,,0.00119,-6.232,0.103,88633600,48471000.0,,-1.25428,,73644000.0,253383000.0,723363000.0
SLDP,Industrials,"Solid Power, Inc.","486 South Pierce Avenue, Louisville, CO",2.91,,9.99,1.945,4.63935,529200128.0,,,,3.92402,-41.765,-46.383,175814000,368539008.0,1.56,0.10078,,-45207000.0,8366000.0,2712000.0
TRTX,Real Estate,"TPG RE Finance Trust, Inc.","888 Seventh Avenue, New York, NY",7.02,0.1107,12.09,6.31,8.34355,561971904.0,,,,0.0,16.499,-2.03,77406600,236094000.0,329.074,-0.03734,,,44042000.0,161941000.0
NFBK,Financial Services,"Northfield Bancorp, Inc. (Staten Island, NY)","581 Main Street, Woodbridge, NJ",11.77,0.0354,16.13,11.63,14.6196,558872640.0,,,,0.37772998,14.612,1.035,47442500,56550000.0,,0.084809996,-0.085,,4378122000.0,161807000.0
FRPH,Real Estate,"FRP Holdings, Inc.","200 West Forsyth Street, Jacksonville, FL",57.36,,63.52,53.08,57.34895,547261184.0,,,,0.041929998,42.156,4.162,9455100,144783008.0,42.036,0.00099,0.33,10403000.0,6137000.0,25466000.0
HSC,Industrials,Harsco Corporation,"350 Poplar Church Road, Camp Hill, PA",6.69,,12.4,3.73,6.38625,542811520.0,,,,-0.08906,8.326,-0.334,79474600,81740000.0,230.694,-0.14446999,-0.714,239244000.0,601391000.0,1848399000.0
TWOU,Consumer Defensive,"2U, Inc.","7900 Harkins Road, Lanham, MD",6.54,,14.12,4.7,7.959925,541767168.0,,,,-0.3345,12.298,-2.899,79090096,167518000.0,207.806,-0.48419,,41513000.0,278992000.0,963080000.0
FMBH,Financial Services,"First Mid Bancshares, Inc.","1421 Charleston Avenue, Mattoon, IL",26.43,0.0291,39.6,24.91,33.69415,556714304.0,,,,0.28704,33.36,2.328,20452400,152432992.0,,0.115150005,0.088,,5478415000.0,254153000.0
